2026-04-11 06:02:54.438 | INFO     | __main__:<module>:146 - Config saved → results/config_20260411_060254.json
2026-04-11 06:04:51.262 | WARNING  | __main__:<module>:755 - Error on he_HumanEval/28: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:04:53.740 | WARNING  | __main__:<module>:755 - Error on he_HumanEval/29: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:04:57.354 | WARNING  | __main__:<module>:755 - Error on he_HumanEval/30: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:05:00.718 | WARNING  | __main__:<module>:755 - Error on he_HumanEval/31: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:05:08.786 | WARNING  | __main__:<module>:755 - Error on he_HumanEval/32: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:05:13.102 | WARNING  | __main__:<module>:755 - Error on he_HumanEval/33: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:05:15.116 | WARNING  | __main__:<module>:755 - Error on he_HumanEval/34: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:05:17.385 | WARNING  | __main__:<module>:755 - Error on he_HumanEval/35: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:05:19.712 | WARNING  | __main__:<module>:755 - Error on he_HumanEval/36: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:05:23.423 | WARNING  | __main__:<module>:755 - Error on he_HumanEval/37: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:05:28.262 | WARNING  | __main__:<module>:755 - Error on he_HumanEval/38: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:05:31.029 | WARNING  | __main__:<module>:755 - Error on he_HumanEval/39: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:05:36.406 | WARNING  | __main__:<module>:755 - Error on he_HumanEval/40: Tensors must have same number of dimensions: got 2 and 1
