2026-04-11 06:05:51.214 | INFO     | __main__:<module>:146 - Config saved → results/config_20260411_060551.json
2026-04-11 06:06:28.616 | INFO     | __main__:<module>:436 -   chat: 50
2026-04-11 06:06:33.553 | WARNING  | __main__:<module>:752 - Error on he_HumanEval/0: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:06:37.067 | WARNING  | __main__:<module>:752 - Error on he_HumanEval/1: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:06:39.415 | WARNING  | __main__:<module>:752 - Error on he_HumanEval/2: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:06:42.972 | WARNING  | __main__:<module>:752 - Error on he_HumanEval/3: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:06:46.601 | WARNING  | __main__:<module>:752 - Error on he_HumanEval/4: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:06:49.275 | WARNING  | __main__:<module>:752 - Error on he_HumanEval/5: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:06:53.025 | WARNING  | __main__:<module>:752 - Error on he_HumanEval/6: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:06:55.684 | WARNING  | __main__:<module>:752 - Error on he_HumanEval/7: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:06:59.464 | WARNING  | __main__:<module>:752 - Error on he_HumanEval/8: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:07:02.271 | WARNING  | __main__:<module>:752 - Error on he_HumanEval/9: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:07:07.341 | WARNING  | __main__:<module>:752 - Error on he_HumanEval/10: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:07:09.662 | WARNING  | __main__:<module>:752 - Error on he_HumanEval/11: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:07:12.452 | WARNING  | __main__:<module>:752 - Error on he_HumanEval/12: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:07:14.595 | WARNING  | __main__:<module>:752 - Error on he_HumanEval/13: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:07:16.332 | WARNING  | __main__:<module>:752 - Error on he_HumanEval/14: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:07:18.418 | WARNING  | __main__:<module>:752 - Error on he_HumanEval/15: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:07:20.546 | WARNING  | __main__:<module>:752 - Error on he_HumanEval/16: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:07:25.525 | WARNING  | __main__:<module>:752 - Error on he_HumanEval/17: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:07:27.953 | WARNING  | __main__:<module>:752 - Error on he_HumanEval/18: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:07:30.835 | WARNING  | __main__:<module>:752 - Error on he_HumanEval/19: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:07:35.534 | WARNING  | __main__:<module>:752 - Error on he_HumanEval/20: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:07:39.118 | WARNING  | __main__:<module>:752 - Error on he_HumanEval/21: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:07:41.554 | WARNING  | __main__:<module>:752 - Error on he_HumanEval/22: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:07:42.833 | WARNING  | __main__:<module>:752 - Error on he_HumanEval/23: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:07:44.352 | WARNING  | __main__:<module>:752 - Error on he_HumanEval/24: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:07:47.958 | WARNING  | __main__:<module>:752 - Error on he_HumanEval/25: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:07:50.198 | WARNING  | __main__:<module>:752 - Error on he_HumanEval/26: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:07:51.792 | WARNING  | __main__:<module>:752 - Error on he_HumanEval/27: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:07:53.497 | WARNING  | __main__:<module>:752 - Error on he_HumanEval/28: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:07:55.979 | WARNING  | __main__:<module>:752 - Error on he_HumanEval/29: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:07:59.594 | WARNING  | __main__:<module>:752 - Error on he_HumanEval/30: Tensors must have same number of dimensions: got 2 and 1
2026-04-11 06:08:02.964 | WARNING  | __main__:<module>:752 - Error on he_HumanEval/31: Tensors must have same number of dimensions: got 2 and 1
